"id","year","month","casenumber","disease","item","datestart","dateend","districtcode","unit","value","annotation","sourceId"
"13585","2015","2","TKH-2014-000155","American foulbrood of honey bees","Dead colonies","2014-06-03",NULL,"614","number","0",,"49"
"13586","2015","3","TKH-2014-000155","American foulbrood of honey bees","Dead colonies","2014-06-03",NULL,"614","number","0",,"50"
"13587","2015","4","TKH-2014-000155","American foulbrood of honey bees","Dead colonies","2014-06-03",NULL,"614","number","0",,"45"
"13588","2015","5","TKH-2014-000155","American foulbrood of honey bees","Dead colonies","2014-06-03",NULL,"614","number","0",,"46"
"13589","2015","6","TKH-2014-000155","American foulbrood of honey bees","Dead colonies","2014-06-03",NULL,"614","number","0",,"26"
"13590","2015","7","TKH-2014-000155","American foulbrood of honey bees","Dead colonies","2014-06-03",NULL,"614","number","0",,"3"
"13591","2015","8","TKH-2014-000155","American foulbrood of honey bees","Dead colonies","2014-06-03",NULL,"614","number","0",,"4"
"13592","2015","9","TKH-2014-000155","American foulbrood of honey bees","Dead colonies","2014-06-03",NULL,"614","number","0",,"5"
"13593","2015","10","TKH-2014-000155","American foulbrood of honey bees","Dead colonies","2014-06-03",NULL,"614","number","0",,"27"
"13594","2015","11","TKH-2014-000155","American foulbrood of honey bees","Dead colonies","2014-06-03",NULL,"614","number","0",,"51"
"13595","2015","12","TKH-2014-000155","American foulbrood of honey bees","Dead colonies","2014-06-03",NULL,"614","number","0",,"52"
"13596","2016","1","TKH-2014-000155","American foulbrood of honey bees","Dead colonies","2014-06-03",NULL,"614","number","0",,"53"
"13597","2016","2","TKH-2014-000155","American foulbrood of honey bees","Dead colonies","2014-06-03",NULL,"614","number","0",,"54"
"13598","2016","3","TKH-2014-000155","American foulbrood of honey bees","Dead colonies","2014-06-03",NULL,"614","number","0",,"55"
"13599","2016","4","TKH-2014-000155","American foulbrood of honey bees","Dead colonies","2014-06-03",NULL,"614","number","0",,"56"
"13600","2016","5","TKH-2014-000155","American foulbrood of honey bees","Dead colonies","2014-06-03",NULL,"614","number","0",,"61"
"13601","2016","6","TKH-2014-000155","American foulbrood of honey bees","Dead colonies","2014-06-03",NULL,"614","number","0",,"57"
"13602","2016","7","TKH-2014-000155","American foulbrood of honey bees","Dead colonies","2014-06-03",NULL,"614","number","0",,"58"
"13603","2016","8","TKH-2014-000155","American foulbrood of honey bees","Dead colonies","2014-06-03","2016-08-31","614","number","0",,"59"
"13604","2015","1","TKH-2014-000191","American foulbrood of honey bees","Dead colonies","2014-05-31",NULL,"709","number","0",,"48"
"13605","2015","2","TKH-2014-000191","American foulbrood of honey bees","Dead colonies","2014-05-31",NULL,"709","number","0",,"49"
"13606","2015","3","TKH-2014-000191","American foulbrood of honey bees","Dead colonies","2014-05-31",NULL,"709","number","0",,"50"
"13607","2015","4","TKH-2014-000191","American foulbrood of honey bees","Dead colonies","2014-05-31","2015-05-11","709","number","0",,"45"
"13608","2015","5","TKH-2014-000191","American foulbrood of honey bees","Dead colonies","2014-05-31","2015-05-11","709","number","0",,"46"
"13609","2015","1","TKH-2014-000192","American foulbrood of honey bees","Dead colonies","2014-05-31",NULL,"709","number","0",,"48"
"13610","2015","2","TKH-2014-000192","American foulbrood of honey bees","Dead colonies","2014-05-31",NULL,"709","number","0",,"49"
"13611","2015","3","TKH-2014-000192","American foulbrood of honey bees","Dead colonies","2014-05-31",NULL,"709","number","0",,"50"
"13612","2015","4","TKH-2014-000192","American foulbrood of honey bees","Dead colonies","2014-05-31","2015-05-11","709","number","0",,"45"
"13613","2015","5","TKH-2014-000192","American foulbrood of honey bees","Dead colonies","2014-05-31","2015-05-11","709","number","0",,"46"
"13614","2015","1","TKH-2014-000194","American foulbrood of honey bees","Dead colonies","2014-05-30",NULL,"709","number","0",,"48"
"13615","2015","2","TKH-2014-000194","American foulbrood of honey bees","Dead colonies","2014-05-30",NULL,"709","number","0",,"49"
"13616","2015","3","TKH-2014-000194","American foulbrood of honey bees","Dead colonies","2014-05-30",NULL,"709","number","0",,"50"
"13617","2015","4","TKH-2014-000194","American foulbrood of honey bees","Dead colonies","2014-05-30","2015-05-11","709","number","0",,"45"
"13618","2015","5","TKH-2014-000194","American foulbrood of honey bees","Dead colonies","2014-05-30","2015-05-11","709","number","0",,"46"
"13619","2015","1","TKH-2014-000195","American foulbrood of honey bees","Dead colonies","2014-05-31",NULL,"709","number","0",,"48"
"13620","2015","2","TKH-2014-000195","American foulbrood of honey bees","Dead colonies","2014-05-31",NULL,"709","number","0",,"49"
"13621","2015","3","TKH-2014-000195","American foulbrood of honey bees","Dead colonies","2014-05-31",NULL,"709","number","0",,"50"
"13622","2015","4","TKH-2014-000195","American foulbrood of honey bees","Dead colonies","2014-05-31","2015-05-11","709","number","0",,"45"
"13623","2015","5","TKH-2014-000195","American foulbrood of honey bees","Dead colonies","2014-05-31","2015-05-11","709","number","0",,"46"
"13624","2015","1","TKH-2014-000196","American foulbrood of honey bees","Dead colonies","2014-05-31",NULL,"709","number","0",,"48"
"13625","2015","2","TKH-2014-000196","American foulbrood of honey bees","Dead colonies","2014-05-31",NULL,"709","number","0",,"49"
"13626","2015","3","TKH-2014-000196","American foulbrood of honey bees","Dead colonies","2014-05-31",NULL,"709","number","0",,"50"
"13627","2015","4","TKH-2014-000196","American foulbrood of honey bees","Dead colonies","2014-05-31","2015-05-11","709","number","0",,"45"
"13628","2015","5","TKH-2014-000196","American foulbrood of honey bees","Dead colonies","2014-05-31","2015-05-11","709","number","0",,"46"
"13629","2015","1","TKH-2014-000214","American foulbrood of honey bees","Dead colonies","2014-06-13",NULL,"325","number","0",,"48"
"13630","2015","2","TKH-2014-000214","American foulbrood of honey bees","Dead colonies","2014-06-13",NULL,"325","number","0",,"49"
"13631","2015","3","TKH-2014-000214","American foulbrood of honey bees","Dead colonies","2014-06-13",NULL,"325","number","0",,"50"
"13632","2015","4","TKH-2014-000214","American foulbrood of honey bees","Dead colonies","2014-06-13","2015-04-16","325","number","0",,"45"
"13633","2015","1","TKH-2014-000215","American foulbrood of honey bees","Dead colonies","2014-06-13",NULL,"325","number","0",,"48"
"13634","2015","2","TKH-2014-000215","American foulbrood of honey bees","Dead colonies","2014-06-13",NULL,"325","number","0",,"49"
"13635","2015","3","TKH-2014-000215","American foulbrood of honey bees","Dead colonies","2014-06-13",NULL,"325","number","0",,"50"
"13636","2015","4","TKH-2014-000215","American foulbrood of honey bees","Dead colonies","2014-06-13","2015-04-16","325","number","0",,"45"
"13637","2015","1","TKH-2014-000216","American foulbrood of honey bees","Dead colonies","2014-06-13",NULL,"325","number","0",,"48"
"13638","2015","2","TKH-2014-000216","American foulbrood of honey bees","Dead colonies","2014-06-13",NULL,"325","number","0",,"49"
"13639","2015","3","TKH-2014-000216","American foulbrood of honey bees","Dead colonies","2014-06-13",NULL,"325","number","0",,"50"
"13640","2015","4","TKH-2014-000216","American foulbrood of honey bees","Dead colonies","2014-06-13","2015-04-16","325","number","0",,"45"
"13641","2015","1","TKH-2014-000223","American foulbrood of honey bees","Dead colonies","2014-06-11",NULL,"709","number","0",,"48"
"13642","2015","2","TKH-2014-000223","American foulbrood of honey bees","Dead colonies","2014-06-11",NULL,"709","number","0",,"49"
"13643","2015","3","TKH-2014-000223","American foulbrood of honey bees","Dead colonies","2014-06-11",NULL,"709","number","0",,"50"
"13644","2015","4","TKH-2014-000223","American foulbrood of honey bees","Dead colonies","2014-06-11","2015-05-11","709","number","0",,"45"
"13645","2015","5","TKH-2014-000223","American foulbrood of honey bees","Dead colonies","2014-06-11","2015-05-11","709","number","0",,"46"
"13646","2015","1","TKH-2014-000224","American foulbrood of honey bees","Dead colonies","2014-06-11",NULL,"709","number","0",,"48"
"13647","2015","2","TKH-2014-000224","American foulbrood of honey bees","Dead colonies","2014-06-11",NULL,"709","number","0",,"49"
"13648","2015","3","TKH-2014-000224","American foulbrood of honey bees","Dead colonies","2014-06-11",NULL,"709","number","0",,"50"
"13649","2015","4","TKH-2014-000224","American foulbrood of honey bees","Dead colonies","2014-06-11","2015-05-11","709","number","0",,"45"
"13650","2015","5","TKH-2014-000224","American foulbrood of honey bees","Dead colonies","2014-06-11","2015-05-11","709","number","0",,"46"
"13651","2015","1","TKH-2014-000246","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"48"
"13652","2015","2","TKH-2014-000246","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"49"
"13653","2015","3","TKH-2014-000246","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"50"
"13654","2015","4","TKH-2014-000246","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"45"
"13655","2015","5","TKH-2014-000246","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"46"
"13656","2015","6","TKH-2014-000246","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"26"
"13657","2015","7","TKH-2014-000246","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"3"
"13658","2015","8","TKH-2014-000246","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"4"
"13659","2015","9","TKH-2014-000246","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"5"
"13660","2015","10","TKH-2014-000246","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"27"
"13661","2015","11","TKH-2014-000246","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"51"
"13662","2015","12","TKH-2014-000246","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"52"
"13663","2016","1","TKH-2014-000246","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"53"
"13664","2016","2","TKH-2014-000246","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"54"
"13665","2016","3","TKH-2014-000246","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"55"
"13666","2016","4","TKH-2014-000246","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"56"
"13667","2016","5","TKH-2014-000246","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"61"
"13668","2016","6","TKH-2014-000246","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"57"
"13669","2016","7","TKH-2014-000246","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"58"
"13670","2016","8","TKH-2014-000246","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"59"
"13671","2015","1","TKH-2014-000247","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"48"
"13672","2015","2","TKH-2014-000247","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"49"
"13673","2015","3","TKH-2014-000247","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"50"
"13674","2015","4","TKH-2014-000247","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"45"
"13675","2015","5","TKH-2014-000247","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"46"
"13676","2015","6","TKH-2014-000247","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"26"
"13677","2015","7","TKH-2014-000247","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"3"
"13678","2015","8","TKH-2014-000247","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"4"
"13679","2015","9","TKH-2014-000247","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"5"
"13680","2015","10","TKH-2014-000247","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"27"
"13681","2015","11","TKH-2014-000247","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"51"
"13682","2015","12","TKH-2014-000247","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"52"
"13683","2016","1","TKH-2014-000247","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"53"
"13684","2016","2","TKH-2014-000247","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"54"
"13685","2016","3","TKH-2014-000247","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"55"
"13686","2016","4","TKH-2014-000247","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"56"
"13687","2016","5","TKH-2014-000247","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"61"
"13688","2016","6","TKH-2014-000247","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"57"
"13689","2016","7","TKH-2014-000247","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"58"
"13690","2016","8","TKH-2014-000247","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"59"
"13691","2015","1","TKH-2014-000248","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"48"
"13692","2015","2","TKH-2014-000248","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"49"
"13693","2015","3","TKH-2014-000248","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"50"
"13694","2015","4","TKH-2014-000248","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"45"
"13695","2015","5","TKH-2014-000248","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"46"
"13696","2015","6","TKH-2014-000248","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"26"
"13697","2015","7","TKH-2014-000248","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"3"
"13698","2015","8","TKH-2014-000248","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"4"
"13699","2015","9","TKH-2014-000248","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"5"
"13700","2015","10","TKH-2014-000248","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"27"
"13701","2015","11","TKH-2014-000248","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"51"
"13702","2015","12","TKH-2014-000248","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"52"
"13703","2016","1","TKH-2014-000248","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"53"
"13704","2016","2","TKH-2014-000248","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"54"
"13705","2016","3","TKH-2014-000248","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"55"
"13706","2016","4","TKH-2014-000248","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"56"
"13707","2016","5","TKH-2014-000248","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"61"
"13708","2016","6","TKH-2014-000248","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"57"
"13709","2016","7","TKH-2014-000248","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"58"
"13710","2016","8","TKH-2014-000248","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"59"
"13711","2015","1","TKH-2014-000249","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"48"
"13712","2015","2","TKH-2014-000249","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"49"
"13713","2015","3","TKH-2014-000249","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"50"
"13714","2015","4","TKH-2014-000249","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"45"
"13715","2015","5","TKH-2014-000249","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"46"
"13716","2015","6","TKH-2014-000249","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"26"
"13717","2015","7","TKH-2014-000249","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"3"
"13718","2015","8","TKH-2014-000249","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"4"
"13719","2015","9","TKH-2014-000249","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"5"
"13720","2015","10","TKH-2014-000249","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"27"
"13721","2015","11","TKH-2014-000249","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"51"
"13722","2015","12","TKH-2014-000249","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"52"
"13723","2016","1","TKH-2014-000249","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"53"
"13724","2016","2","TKH-2014-000249","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"54"
"13725","2016","3","TKH-2014-000249","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"55"
"13726","2016","4","TKH-2014-000249","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"56"
"13727","2016","5","TKH-2014-000249","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"61"
"13728","2016","6","TKH-2014-000249","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"57"
"13729","2016","7","TKH-2014-000249","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"58"
"13730","2016","8","TKH-2014-000249","American foulbrood of honey bees","Dead colonies","2014-06-10",NULL,"614","number","0",,"59"
"13731","2015","1","TKH-2014-000251","American foulbrood of honey bees","Dead colonies","2014-06-21",NULL,"325","number","0",,"48"
"13732","2015","2","TKH-2014-000251","American foulbrood of honey bees","Dead colonies","2014-06-21",NULL,"325","number","0",,"49"
"13733","2015","3","TKH-2014-000251","American foulbrood of honey bees","Dead colonies","2014-06-21",NULL,"325","number","0",,"50"
"13734","2015","4","TKH-2014-000251","American foulbrood of honey bees","Dead colonies","2014-06-21",NULL,"325","number","0",,"45"
"13735","2015","5","TKH-2014-000251","American foulbrood of honey bees","Dead colonies","2014-06-21",NULL,"325","number","0",,"46"
"13736","2015","6","TKH-2014-000251","American foulbrood of honey bees","Dead colonies","2014-06-21",NULL,"325","number","0",,"26"
"13737","2015","7","TKH-2014-000251","American foulbrood of honey bees","Dead colonies","2014-06-21",NULL,"325","number","0",,"3"
"13738","2015","8","TKH-2014-000251","American foulbrood of honey bees","Dead colonies","2014-06-21","2015-08-24","325","number","0",,"4"
"13739","2015","1","TKH-2014-000254","American foulbrood of honey bees","Dead colonies","2014-06-21",NULL,"325","number","0",,"48"
"13740","2015","2","TKH-2014-000254","American foulbrood of honey bees","Dead colonies","2014-06-21",NULL,"325","number","0",,"49"
"13741","2015","3","TKH-2014-000254","American foulbrood of honey bees","Dead colonies","2014-06-21","2015-04-08","325","number","0",,"50"
"13742","2015","4","TKH-2014-000254","American foulbrood of honey bees","Dead colonies","2014-06-21","2015-04-08","325","number","0",,"45"
"13743","2015","1","TKH-2014-000255","American foulbrood of honey bees","Dead colonies","2014-06-21",NULL,"325","number","0",,"48"
"13744","2015","2","TKH-2014-000255","American foulbrood of honey bees","Dead colonies","2014-06-21",NULL,"325","number","0",,"49"
"13745","2015","3","TKH-2014-000255","American foulbrood of honey bees","Dead colonies","2014-06-21","2015-04-08","325","number","0",,"50"
"13746","2015","4","TKH-2014-000255","American foulbrood of honey bees","Dead colonies","2014-06-21","2015-04-08","325","number","0",,"45"
"13747","2015","1","TKH-2014-000256","American foulbrood of honey bees","Dead colonies","2014-06-21",NULL,"325","number","0",,"48"
"13748","2015","2","TKH-2014-000256","American foulbrood of honey bees","Dead colonies","2014-06-21",NULL,"325","number","0",,"49"
"13749","2015","3","TKH-2014-000256","American foulbrood of honey bees","Dead colonies","2014-06-21",NULL,"325","number","0",,"50"
"13750","2015","4","TKH-2014-000256","American foulbrood of honey bees","Dead colonies","2014-06-21","2015-04-16","325","number","0",,"45"
"13751","2015","1","TKH-2014-000258","American foulbrood of honey bees","Dead colonies","2014-06-21",NULL,"325","number","0",,"48"
"13752","2015","2","TKH-2014-000258","American foulbrood of honey bees","Dead colonies","2014-06-21",NULL,"325","number","0",,"49"
"13753","2015","3","TKH-2014-000258","American foulbrood of honey bees","Dead colonies","2014-06-21",NULL,"325","number","0",,"50"
"13754","2015","4","TKH-2014-000258","American foulbrood of honey bees","Dead colonies","2014-06-21","2015-04-16","325","number","0",,"45"
"13755","2015","1","TKH-2014-000259","American foulbrood of honey bees","Dead colonies","2014-06-21",NULL,"325","number","0",,"48"
"13756","2015","2","TKH-2014-000259","American foulbrood of honey bees","Dead colonies","2014-06-21",NULL,"325","number","0",,"49"
"13757","2015","3","TKH-2014-000259","American foulbrood of honey bees","Dead colonies","2014-06-21",NULL,"325","number","0",,"50"
"13758","2015","4","TKH-2014-000259","American foulbrood of honey bees","Dead colonies","2014-06-21","2015-04-16","325","number","0",,"45"
"13759","2015","1","TKH-2014-000260","American foulbrood of honey bees","Dead colonies","2014-06-21",NULL,"325","number","0",,"48"
"13760","2015","2","TKH-2014-000260","American foulbrood of honey bees","Dead colonies","2014-06-21",NULL,"325","number","0",,"49"
"13761","2015","3","TKH-2014-000260","American foulbrood of honey bees","Dead colonies","2014-06-21",NULL,"325","number","0",,"50"
"13762","2015","4","TKH-2014-000260","American foulbrood of honey bees","Dead colonies","2014-06-21","2015-04-16","325","number","0",,"45"
"13763","2015","1","TKH-2014-000274","American foulbrood of honey bees","Dead colonies","2014-06-23",NULL,"407","number","0",,"48"
"13764","2015","2","TKH-2014-000274","American foulbrood of honey bees","Dead colonies","2014-06-23",NULL,"407","number","0",,"49"
"13765","2015","3","TKH-2014-000274","American foulbrood of honey bees","Dead colonies","2014-06-23",NULL,"407","number","0",,"50"
"13766","2015","4","TKH-2014-000274","American foulbrood of honey bees","Dead colonies","2014-06-23",NULL,"407","number","0",,"45"
"13767","2015","5","TKH-2014-000274","American foulbrood of honey bees","Dead colonies","2014-06-23","2015-05-05","407","number","0",,"46"
"13768","2015","1","TKH-2014-000280","American foulbrood of honey bees","Dead colonies","2014-06-24",NULL,"407","number","0",,"48"
"13769","2015","2","TKH-2014-000280","American foulbrood of honey bees","Dead colonies","2014-06-24",NULL,"407","number","0",,"49"
"13770","2015","3","TKH-2014-000280","American foulbrood of honey bees","Dead colonies","2014-06-24",NULL,"407","number","0",,"50"
"13771","2015","4","TKH-2014-000280","American foulbrood of honey bees","Dead colonies","2014-06-24",NULL,"407","number","0",,"45"
"13772","2015","5","TKH-2014-000280","American foulbrood of honey bees","Dead colonies","2014-06-24","2015-05-05","407","number","0",,"46"
"13773","2015","2","TKH-2014-000283","American foulbrood of honey bees","Dead colonies","2014-06-29",NULL,"407","number","0",,"49"
"13774","2015","3","TKH-2014-000283","American foulbrood of honey bees","Dead colonies","2014-06-29",NULL,"407","number","0",,"50"
"13775","2015","4","TKH-2014-000283","American foulbrood of honey bees","Dead colonies","2014-06-29",NULL,"407","number","0",,"45"
"13776","2015","5","TKH-2014-000283","American foulbrood of honey bees","Dead colonies","2014-06-29","2015-05-05","407","number","0",,"46"
"13777","2015","1","TKH-2014-000283","American foulbrood of honey bees","Dead colonies","2014-06-29",NULL,"407","number","0",,"48"
"13778","2015","1","TKH-2014-000289","American foulbrood of honey bees","Dead colonies","2014-07-15",NULL,"614","number","0",,"48"
"13779","2015","2","TKH-2014-000289","American foulbrood of honey bees","Dead colonies","2014-07-15",NULL,"614","number","0",,"49"
"13780","2015","3","TKH-2014-000289","American foulbrood of honey bees","Dead colonies","2014-07-15",NULL,"614","number","0",,"50"
"13781","2015","4","TKH-2014-000289","American foulbrood of honey bees","Dead colonies","2014-07-15",NULL,"614","number","0",,"45"
"13782","2015","5","TKH-2014-000289","American foulbrood of honey bees","Dead colonies","2014-07-15",NULL,"614","number","0",,"46"
"13783","2015","6","TKH-2014-000289","American foulbrood of honey bees","Dead colonies","2014-07-15",NULL,"614","number","0",,"26"
"13784","2015","7","TKH-2014-000289","American foulbrood of honey bees","Dead colonies","2014-07-15",NULL,"614","number","0",,"3"
"13785","2015","8","TKH-2014-000289","American foulbrood of honey bees","Dead colonies","2014-07-15",NULL,"614","number","0",,"4"
"13786","2015","9","TKH-2014-000289","American foulbrood of honey bees","Dead colonies","2014-07-15",NULL,"614","number","0",,"5"
"13787","2015","10","TKH-2014-000289","American foulbrood of honey bees","Dead colonies","2014-07-15",NULL,"614","number","0",,"27"
"13788","2015","11","TKH-2014-000289","American foulbrood of honey bees","Dead colonies","2014-07-15",NULL,"614","number","0",,"51"
"13789","2015","12","TKH-2014-000289","American foulbrood of honey bees","Dead colonies","2014-07-15",NULL,"614","number","0",,"52"
"13790","2016","1","TKH-2014-000289","American foulbrood of honey bees","Dead colonies","2014-07-15",NULL,"614","number","0",,"53"
"13791","2016","2","TKH-2014-000289","American foulbrood of honey bees","Dead colonies","2014-07-15",NULL,"614","number","0",,"54"
"13792","2016","3","TKH-2014-000289","American foulbrood of honey bees","Dead colonies","2014-07-15",NULL,"614","number","0",,"55"
"13793","2016","4","TKH-2014-000289","American foulbrood of honey bees","Dead colonies","2014-07-15",NULL,"614","number","0",,"56"
"13794","2016","5","TKH-2014-000289","American foulbrood of honey bees","Dead colonies","2014-07-15",NULL,"614","number","0",,"61"
"13795","2016","6","TKH-2014-000289","American foulbrood of honey bees","Dead colonies","2014-07-15",NULL,"614","number","0",,"57"
"13796","2016","7","TKH-2014-000289","American foulbrood of honey bees","Dead colonies","2014-07-15",NULL,"614","number","0",,"58"
"13797","2016","8","TKH-2014-000289","American foulbrood of honey bees","Dead colonies","2014-07-15","2016-08-31","614","number","0",,"59"
"13798","2015","1","TKH-2014-000290","American foulbrood of honey bees","Dead colonies","2014-06-27",NULL,"614","number","0",,"48"
"13799","2015","2","TKH-2014-000290","American foulbrood of honey bees","Dead colonies","2014-06-27",NULL,"614","number","0",,"49"
"13800","2015","3","TKH-2014-000290","American foulbrood of honey bees","Dead colonies","2014-06-27",NULL,"614","number","0",,"50"
"13801","2015","4","TKH-2014-000290","American foulbrood of honey bees","Dead colonies","2014-06-27",NULL,"614","number","0",,"45"
"13802","2015","5","TKH-2014-000290","American foulbrood of honey bees","Dead colonies","2014-06-27",NULL,"614","number","0",,"46"
"13803","2015","6","TKH-2014-000290","American foulbrood of honey bees","Dead colonies","2014-06-27",NULL,"614","number","0",,"26"
"13804","2015","7","TKH-2014-000290","American foulbrood of honey bees","Dead colonies","2014-06-27",NULL,"614","number","0",,"3"
"13805","2015","8","TKH-2014-000290","American foulbrood of honey bees","Dead colonies","2014-06-27",NULL,"614","number","0",,"4"
"13806","2015","9","TKH-2014-000290","American foulbrood of honey bees","Dead colonies","2014-06-27",NULL,"614","number","0",,"5"
"13807","2015","10","TKH-2014-000290","American foulbrood of honey bees","Dead colonies","2014-06-27",NULL,"614","number","0",,"27"
"13808","2015","11","TKH-2014-000290","American foulbrood of honey bees","Dead colonies","2014-06-27",NULL,"614","number","0",,"51"
"13809","2015","12","TKH-2014-000290","American foulbrood of honey bees","Dead colonies","2014-06-27",NULL,"614","number","0",,"52"
"13810","2016","1","TKH-2014-000290","American foulbrood of honey bees","Dead colonies","2014-06-27",NULL,"614","number","0",,"53"
"13811","2016","2","TKH-2014-000290","American foulbrood of honey bees","Dead colonies","2014-06-27",NULL,"614","number","0",,"54"
