"id","year","month","casenumber","disease","item","datestart","dateend","districtcode","unit","value","annotation","sourceId"
"24265","2020","2","TKH-2019-000328","American foulbrood of honey bees","Cured colonies","2019-08-05",NULL,"416","number","0",,"37"
"24266","2020","3","TKH-2019-000328","American foulbrood of honey bees","Cured colonies","2019-08-05",NULL,"416","number","0",,"38"
"24267","2019","8","TKH-2019-000335","American foulbrood of honey bees","Cured colonies","2019-08-12",NULL,"702","number","0",,"33"
"24268","2019","9","TKH-2019-000335","American foulbrood of honey bees","Cured colonies","2019-08-12",NULL,"702","number","0",,"2"
"24269","2019","10","TKH-2019-000335","American foulbrood of honey bees","Cured colonies","2019-08-12",NULL,"702","number","0",,"34"
"24270","2019","11","TKH-2019-000335","American foulbrood of honey bees","Cured colonies","2019-08-12",NULL,"702","number","0",,"35"
"24271","2020","1","TKH-2019-000335","American foulbrood of honey bees","Cured colonies","2019-08-12",NULL,"702","number","0",,"36"
"24272","2020","2","TKH-2019-000335","American foulbrood of honey bees","Cured colonies","2019-08-12",NULL,"702","number","0",,"37"
"24273","2020","3","TKH-2019-000335","American foulbrood of honey bees","Cured colonies","2019-08-12",NULL,"702","number","0",,"38"
"24274","2019","8","TKH-2019-000343","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"706","number","0",,"33"
"24275","2019","9","TKH-2019-000343","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"706","number","0",,"2"
"24276","2019","10","TKH-2019-000343","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"706","number","0",,"34"
"24277","2019","11","TKH-2019-000343","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"706","number","0",,"35"
"24278","2020","1","TKH-2019-000343","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"706","number","0",,"36"
"24279","2020","2","TKH-2019-000343","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"706","number","0",,"37"
"24280","2020","3","TKH-2019-000343","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"706","number","0",,"38"
"24281","2019","8","TKH-2019-000344","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"702","number","0",,"33"
"24282","2019","9","TKH-2019-000344","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"702","number","0",,"2"
"24283","2019","10","TKH-2019-000344","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"702","number","0",,"34"
"24284","2019","11","TKH-2019-000344","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"702","number","0",,"35"
"24285","2020","1","TKH-2019-000344","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"702","number","0",,"36"
"24286","2020","2","TKH-2019-000344","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"702","number","0",,"37"
"24287","2020","3","TKH-2019-000344","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"702","number","0",,"38"
"24288","2019","8","TKH-2019-000348","American foulbrood of honey bees","Cured colonies","2019-08-26",NULL,"416","number","0",,"33"
"24289","2019","9","TKH-2019-000348","American foulbrood of honey bees","Cured colonies","2019-08-26",NULL,"416","number","0",,"2"
"24290","2019","10","TKH-2019-000348","American foulbrood of honey bees","Cured colonies","2019-08-26",NULL,"416","number","0",,"34"
"24291","2019","11","TKH-2019-000348","American foulbrood of honey bees","Cured colonies","2019-08-26",NULL,"416","number","0",,"35"
"24292","2020","1","TKH-2019-000348","American foulbrood of honey bees","Cured colonies","2019-08-26",NULL,"416","number","0",,"36"
"24293","2020","2","TKH-2019-000348","American foulbrood of honey bees","Cured colonies","2019-08-26",NULL,"416","number","0",,"37"
"24294","2020","3","TKH-2019-000348","American foulbrood of honey bees","Cured colonies","2019-08-26",NULL,"416","number","0",,"38"
"24295","2019","8","TKH-2019-000350","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"706","number","0",,"33"
"24296","2019","9","TKH-2019-000350","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"706","number","0",,"2"
"24297","2019","10","TKH-2019-000350","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"706","number","0",,"34"
"24298","2019","11","TKH-2019-000350","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"706","number","0",,"35"
"24299","2020","1","TKH-2019-000350","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"706","number","0",,"36"
"24300","2020","2","TKH-2019-000350","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"706","number","0",,"37"
"24301","2020","3","TKH-2019-000350","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"706","number","0",,"38"
"24302","2019","8","TKH-2019-000352","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"416","number","0",,"33"
"24303","2019","9","TKH-2019-000352","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"416","number","0",,"2"
"24304","2019","10","TKH-2019-000352","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"416","number","0",,"34"
"24305","2019","11","TKH-2019-000352","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"416","number","0",,"35"
"24306","2020","1","TKH-2019-000352","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"416","number","0",,"36"
"24307","2020","2","TKH-2019-000352","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"416","number","0",,"37"
"24308","2020","3","TKH-2019-000352","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"416","number","0",,"38"
"24309","2019","8","TKH-2019-000354","American foulbrood of honey bees","Cured colonies","2019-08-27",NULL,"706","number","0",,"33"
"24310","2019","9","TKH-2019-000354","American foulbrood of honey bees","Cured colonies","2019-08-27",NULL,"706","number","0",,"2"
"24311","2019","10","TKH-2019-000354","American foulbrood of honey bees","Cured colonies","2019-08-27",NULL,"706","number","0",,"34"
"24312","2019","11","TKH-2019-000354","American foulbrood of honey bees","Cured colonies","2019-08-27",NULL,"706","number","0",,"35"
"24313","2020","1","TKH-2019-000354","American foulbrood of honey bees","Cured colonies","2019-08-27",NULL,"706","number","0",,"36"
"24314","2020","2","TKH-2019-000354","American foulbrood of honey bees","Cured colonies","2019-08-27",NULL,"706","number","0",,"37"
"24315","2020","3","TKH-2019-000354","American foulbrood of honey bees","Cured colonies","2019-08-27",NULL,"706","number","0",,"38"
"24316","2019","8","TKH-2019-000358","American foulbrood of honey bees","Cured colonies","2019-08-20",NULL,"413","number","0",,"33"
"24317","2019","9","TKH-2019-000358","American foulbrood of honey bees","Cured colonies","2019-08-20",NULL,"413","number","0",,"2"
"24318","2019","10","TKH-2019-000358","American foulbrood of honey bees","Cured colonies","2019-08-20",NULL,"413","number","0",,"34"
"24319","2019","11","TKH-2019-000358","American foulbrood of honey bees","Cured colonies","2019-08-20",NULL,"413","number","0",,"35"
"24320","2020","1","TKH-2019-000358","American foulbrood of honey bees","Cured colonies","2019-08-20",NULL,"413","number","0",,"36"
"24321","2020","2","TKH-2019-000358","American foulbrood of honey bees","Cured colonies","2019-08-20",NULL,"413","number","0",,"37"
"24322","2020","3","TKH-2019-000358","American foulbrood of honey bees","Cured colonies","2019-08-20",NULL,"413","number","0",,"38"
"24323","2019","8","TKH-2019-000359","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"308","number","0",,"33"
"24324","2019","9","TKH-2019-000359","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"308","number","0",,"2"
"24325","2019","10","TKH-2019-000359","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"308","number","0",,"34"
"24326","2019","11","TKH-2019-000359","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"308","number","0",,"35"
"24327","2020","1","TKH-2019-000359","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"308","number","0",,"36"
"24328","2020","2","TKH-2019-000359","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"308","number","0",,"37"
"24329","2020","3","TKH-2019-000359","American foulbrood of honey bees","Cured colonies","2019-08-16",NULL,"308","number","0",,"38"
"24330","2019","8","TKH-2019-000362","American foulbrood of honey bees","Cured colonies","2019-08-23",NULL,"706","number","0",,"33"
"24331","2019","9","TKH-2019-000362","American foulbrood of honey bees","Cured colonies","2019-08-23",NULL,"706","number","0",,"2"
"24332","2019","10","TKH-2019-000362","American foulbrood of honey bees","Cured colonies","2019-08-23",NULL,"706","number","0",,"34"
"24333","2019","11","TKH-2019-000362","American foulbrood of honey bees","Cured colonies","2019-08-23",NULL,"706","number","0",,"35"
"24334","2020","1","TKH-2019-000362","American foulbrood of honey bees","Cured colonies","2019-08-23",NULL,"706","number","0",,"36"
"24335","2020","2","TKH-2019-000362","American foulbrood of honey bees","Cured colonies","2019-08-23",NULL,"706","number","0",,"37"
"24336","2020","3","TKH-2019-000362","American foulbrood of honey bees","Cured colonies","2019-08-23",NULL,"706","number","0",,"38"
"24337","2019","8","TKH-2019-000363","American foulbrood of honey bees","Cured colonies","2019-08-23",NULL,"706","number","0",,"33"
"24338","2019","9","TKH-2019-000363","American foulbrood of honey bees","Cured colonies","2019-08-23",NULL,"706","number","0",,"2"
"24339","2019","10","TKH-2019-000363","American foulbrood of honey bees","Cured colonies","2019-08-23",NULL,"706","number","0",,"34"
"24340","2019","11","TKH-2019-000363","American foulbrood of honey bees","Cured colonies","2019-08-23",NULL,"706","number","0",,"35"
"24341","2020","1","TKH-2019-000363","American foulbrood of honey bees","Cured colonies","2019-08-23",NULL,"706","number","0",,"36"
"24342","2020","2","TKH-2019-000363","American foulbrood of honey bees","Cured colonies","2019-08-23",NULL,"706","number","0",,"37"
"24343","2020","3","TKH-2019-000363","American foulbrood of honey bees","Cured colonies","2019-08-23",NULL,"706","number","0",,"38"
"24344","2019","8","TKH-2019-000364","American foulbrood of honey bees","Cured colonies","2019-08-30",NULL,"322","number","0",,"33"
"24345","2019","9","TKH-2019-000364","American foulbrood of honey bees","Cured colonies","2019-08-30",NULL,"322","number","0",,"2"
"24346","2019","10","TKH-2019-000364","American foulbrood of honey bees","Cured colonies","2019-08-30",NULL,"322","number","0",,"34"
"24347","2019","11","TKH-2019-000364","American foulbrood of honey bees","Cured colonies","2019-08-30",NULL,"322","number","0",,"35"
"24348","2020","1","TKH-2019-000364","American foulbrood of honey bees","Cured colonies","2019-08-30",NULL,"322","number","0",,"36"
"24349","2020","2","TKH-2019-000364","American foulbrood of honey bees","Cured colonies","2019-08-30",NULL,"322","number","0",,"37"
"24350","2020","3","TKH-2019-000364","American foulbrood of honey bees","Cured colonies","2019-08-30",NULL,"322","number","0",,"38"
"24351","2019","8","TKH-2019-000365","American foulbrood of honey bees","Cured colonies","2019-08-23",NULL,"706","number","0",,"33"
"24352","2019","9","TKH-2019-000365","American foulbrood of honey bees","Cured colonies","2019-08-23",NULL,"706","number","0",,"2"
"24353","2019","10","TKH-2019-000365","American foulbrood of honey bees","Cured colonies","2019-08-23",NULL,"706","number","0",,"34"
"24354","2019","11","TKH-2019-000365","American foulbrood of honey bees","Cured colonies","2019-08-23",NULL,"706","number","0",,"35"
"24355","2020","1","TKH-2019-000365","American foulbrood of honey bees","Cured colonies","2019-08-23",NULL,"706","number","0",,"36"
"24356","2020","2","TKH-2019-000365","American foulbrood of honey bees","Cured colonies","2019-08-23",NULL,"706","number","0",,"37"
"24357","2020","3","TKH-2019-000365","American foulbrood of honey bees","Cured colonies","2019-08-23",NULL,"706","number","0",,"38"
"24358","2019","9","TKH-2019-000401","American foulbrood of honey bees","Cured colonies","2019-09-19",NULL,"606","number","0",,"2"
"24359","2019","10","TKH-2019-000401","American foulbrood of honey bees","Cured colonies","2019-09-19",NULL,"606","number","0",,"34"
"24360","2019","11","TKH-2019-000401","American foulbrood of honey bees","Cured colonies","2019-09-19",NULL,"606","number","0",,"35"
"24361","2020","1","TKH-2019-000401","American foulbrood of honey bees","Cured colonies","2019-09-19",NULL,"606","number","0",,"36"
"24362","2020","2","TKH-2019-000401","American foulbrood of honey bees","Cured colonies","2019-09-19",NULL,"606","number","0",,"37"
"24363","2020","3","TKH-2019-000401","American foulbrood of honey bees","Cured colonies","2019-09-19",NULL,"606","number","0",,"38"
"24364","2019","10","TKH-2019-000425","American foulbrood of honey bees","Cured colonies","2019-09-18",NULL,"620","number","0",,"34"
"24365","2019","11","TKH-2019-000425","American foulbrood of honey bees","Cured colonies","2019-09-18","2019-11-25","620","number","0",,"35"
"24366","2019","9","TKH-2019-000425","American foulbrood of honey bees","Cured colonies","2019-09-18",NULL,"620","number","0",,"2"
"24367","2019","10","TKH-2019-000450","American foulbrood of honey bees","Cured colonies","2019-10-23",NULL,"404","number","0",,"34"
"24368","2019","11","TKH-2019-000450","American foulbrood of honey bees","Cured colonies","2019-10-23",NULL,"404","number","0",,"35"
"24369","2020","1","TKH-2019-000450","American foulbrood of honey bees","Cured colonies","2019-10-23",NULL,"404","number","0",,"36"
"24370","2020","2","TKH-2019-000450","American foulbrood of honey bees","Cured colonies","2019-10-23",NULL,"404","number","0",,"37"
"24371","2020","3","TKH-2019-000450","American foulbrood of honey bees","Cured colonies","2019-10-23",NULL,"404","number","0",,"38"
"24372","2020","2","TKH-2020-000021","American foulbrood of honey bees","Cured colonies","2020-01-13",NULL,"612","number","0",,"37"
"24373","2020","3","TKH-2020-000021","American foulbrood of honey bees","Cured colonies","2020-01-13",NULL,"612","number","0",,"38"
"24374","2020","2","TKH-2020-000025","American foulbrood of honey bees","Cured colonies","2020-02-13",NULL,"410","number","0",,"37"
